"No.","Time","Source","Destination","Protocol","Length","Info"
"1388","13.253269883","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 217#1] 80  >  37250 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571340758 TSecr=2399868934"
"1635","17.714517418","10.9.2.132","35.186.224.47","TLSv1.2","109","Application Data"
"1636","17.720408394","35.186.224.47","10.9.2.132","TCP","66","443  >  54342 [ACK] Seq=1 Ack=44 Win=269 Len=0 TSval=3380804201 TSecr=38432468"
"1642","17.785780386","35.186.224.47","10.9.2.132","TLSv1.2","106","Application Data"
"1643","17.785812713","10.9.2.132","35.186.224.47","TCP","66","54342  >  443 [ACK] Seq=44 Ack=41 Win=501 Len=0 TSval=38432540 TSecr=3380804267"
"1753","18.347629034","10.9.2.132","157.240.195.56","TLSv1.2","174","Application Data"
"1813","18.388639156","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2780 Ack=280 Win=1074 Len=0 TSval=2426567973 TSecr=1552103451"
"1842","18.498611707","157.240.195.56","10.9.2.132","TLSv1.2","161","Application Data"
"1843","18.498643037","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=280 Ack=2875 Win=3084 Len=0 TSval=1552103602 TSecr=2426568083"
"2860","19.168425668","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"2861","19.168449425","10.9.2.132","157.240.195.56","TCP","4170","41722  >  443 [PSH, ACK] Seq=310 Ack=2875 Win=3084 Len=4104 TSval=1552104272 TSecr=2426568083 [TCP segment of a reassembled PDU]"
"2862","19.168941922","10.9.2.132","157.240.195.56","TLSv1.2","1391","Application Data"
"2868","19.209638172","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2875 Ack=310 Win=1074 Len=0 TSval=2426568794 TSecr=1552104272"
"2869","19.209638341","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2875 Ack=1678 Win=1085 Len=0 TSval=2426568794 TSecr=1552104272"
"2870","19.209638355","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2875 Ack=3046 Win=1096 Len=0 TSval=2426568794 TSecr=1552104272"
"2871","19.210007046","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2875 Ack=4414 Win=1106 Len=0 TSval=2426568795 TSecr=1552104272"
"2872","19.210575452","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2875 Ack=5739 Win=1117 Len=0 TSval=2426568795 TSecr=1552104273"
"2906","19.383411845","157.240.195.56","10.9.2.132","TLSv1.2","177","Application Data"
"2907","19.383452687","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=5739 Ack=2986 Win=3084 Len=0 TSval=1552104487 TSecr=2426568967"
"2912","19.454536958","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"2913","19.454568641","10.9.2.132","157.240.195.56","TCP","4170","41722  >  443 [PSH, ACK] Seq=5769 Ack=2986 Win=3084 Len=4104 TSval=1552104558 TSecr=2426568967 [TCP segment of a reassembled PDU]"
"2914","19.455045446","10.9.2.132","157.240.195.56","TLSv1.2","990","Application Data"
"2919","19.496757515","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2986 Ack=5769 Win=1117 Len=0 TSval=2426569080 TSecr=1552104558"
"2920","19.496757653","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2986 Ack=8505 Win=1138 Len=0 TSval=2426569080 TSecr=1552104558"
"2921","19.496757668","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2986 Ack=9873 Win=1149 Len=0 TSval=2426569080 TSecr=1552104558"
"2922","19.496757683","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=2986 Ack=10797 Win=1160 Len=0 TSval=2426569081 TSecr=1552104559"
"2932","19.666179052","157.240.195.56","10.9.2.132","TLSv1.2","177","Application Data"
"2933","19.666214965","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=10797 Ack=3097 Win=3084 Len=0 TSval=1552104770 TSecr=2426569251"
"2937","19.715868741","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"2938","19.715902802","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=10797 Ack=3194 Win=3084 Len=0 TSval=1552104820 TSecr=2426569301"
"2941","19.745149424","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"2942","19.745184278","10.9.2.132","157.240.195.56","TCP","4170","41722  >  443 [PSH, ACK] Seq=10827 Ack=3194 Win=3084 Len=4104 TSval=1552104849 TSecr=2426569301 [TCP segment of a reassembled PDU]"
"2943","19.746090467","10.9.2.132","157.240.195.56","TLSv1.2","1294","Application Data"
"2945","19.786575361","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3194 Ack=10827 Win=1160 Len=0 TSval=2426569371 TSecr=1552104849"
"2946","19.786810955","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3194 Ack=13563 Win=1181 Len=0 TSval=2426569371 TSecr=1552104849"
"2947","19.786810978","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3194 Ack=14931 Win=1192 Len=0 TSval=2426569371 TSecr=1552104849"
"2948","19.787193476","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3194 Ack=16159 Win=1202 Len=0 TSval=2426569372 TSecr=1552104850"
"2951","19.905216012","10.9.2.132","35.186.224.25","TCP","66","57338  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2958791192 TSecr=193131266"
"2952","19.908831086","35.186.224.25","10.9.2.132","TCP","66","[TCP ACKed unseen segment] 443  >  57338 [ACK] Seq=1 Ack=2 Win=270 Len=0 TSval=193176321 TSecr=2958385054"
"2959","19.987048962","157.240.195.56","10.9.2.132","TLSv1.2","177","Application Data"
"2960","19.987049099","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"2961","19.987144733","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=16159 Ack=3402 Win=3084 Len=0 TSval=1552105091 TSecr=2426569571"
"2969","20.030087561","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"2970","20.030110223","10.9.2.132","157.240.195.56","TCP","4170","41722  >  443 [PSH, ACK] Seq=16189 Ack=3402 Win=3084 Len=4104 TSval=1552105134 TSecr=2426569571 [TCP segment of a reassembled PDU]"
"2971","20.031069420","10.9.2.132","157.240.195.56","TLSv1.2","414","Application Data"
"2972","20.038269222","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"2973","20.071397148","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3498 Ack=16189 Win=1202 Len=0 TSval=2426569656 TSecr=1552105134"
"2974","20.071397275","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3498 Ack=17557 Win=1213 Len=0 TSval=2426569656 TSecr=1552105134"
"2975","20.071430502","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=20641 Ack=3498 Win=3084 Len=0 TSval=1552105175 TSecr=2426569623"
"2976","20.072417106","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3498 Ack=18925 Win=1224 Len=0 TSval=2426569656 TSecr=1552105134"
"2977","20.072417168","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3498 Ack=20293 Win=1234 Len=0 TSval=2426569656 TSecr=1552105134"
"2978","20.072417187","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3498 Ack=20641 Win=1245 Len=0 TSval=2426569657 TSecr=1552105135"
"2984","20.278570681","157.240.195.56","10.9.2.132","TLSv1.2","177","Application Data"
"2985","20.278570740","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"2986","20.278662681","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=20641 Ack=3705 Win=3084 Len=0 TSval=1552105382 TSecr=2426569809"
"2989","20.302694652","10.9.2.132","157.240.195.56","TLSv1.2","162","Application Data"
"2990","20.302796300","10.9.2.132","157.240.195.56","TLSv1.2","257","Application Data, Application Data"
"2991","20.303347911","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"2992","20.326630536","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"2993","20.328863246","10.9.2.132","157.240.195.56","TLSv1.2","162","Application Data"
"2994","20.344121316","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3802 Ack=20737 Win=1245 Len=0 TSval=2426569929 TSecr=1552105406"
"2995","20.344444203","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3802 Ack=20928 Win=1256 Len=0 TSval=2426569929 TSecr=1552105407"
"2996","20.344444261","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3802 Ack=21023 Win=1256 Len=0 TSval=2426569929 TSecr=1552105407"
"2999","20.369837009","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3802 Ack=21119 Win=1256 Len=0 TSval=2426569954 TSecr=1552105433"
"3003","20.488501839","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"3004","20.493213343","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"3007","20.511792032","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"3008","20.514150441","10.9.2.132","157.240.195.56","TLSv1.2","162","Application Data"
"3013","20.535214016","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3995 Ack=21214 Win=1256 Len=0 TSval=2426570120 TSecr=1552105597"
"3014","20.555419828","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=3995 Ack=21310 Win=1256 Len=0 TSval=2426570140 TSecr=1552105618"
"3022","20.705694364","157.240.195.56","10.9.2.132","TLSv1.2","162","Application Data"
"3023","20.712540728","10.9.2.132","157.240.195.56","TLSv1.2","161","Application Data"
"3025","20.753527323","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4091 Ack=21405 Win=1256 Len=0 TSval=2426570338 TSecr=1552105816"
"3259","23.489198182","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 210#1] 37250  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399910103 TSecr=571340758"
"3260","23.489213904","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 211#1] 37236  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399910103 TSecr=571340758"
"3261","23.489216631","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 212#1] 37244  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399910103 TSecr=571340758"
"3262","23.489218950","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 213#1] 37254  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399910103 TSecr=571340758"
"3263","23.489221041","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 214#1] 37262  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399910103 TSecr=571340758"
"3264","23.491787138","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 219#2] 80  >  37244 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571350997 TSecr=2399868934"
"3265","23.491786547","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 218#2] 80  >  37254 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571350997 TSecr=2399868934"
"3266","23.491786932","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 215#2] 80  >  37262 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571350998 TSecr=2399868935"
"3267","23.491787673","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 216#2] 80  >  37236 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571350997 TSecr=2399868936"
"3268","23.491787752","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 217#2] 80  >  37250 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571350997 TSecr=2399868934"
"3754","27.918974817","10.9.2.132","35.186.224.47","TLSv1.2","101","Application Data"
"3755","27.922274289","35.186.224.47","10.9.2.132","TCP","66","443  >  54370 [ACK] Seq=1 Ack=36 Win=267 Len=0 TSval=3889912242 TSecr=38442673"
"3763","27.977398269","35.186.224.47","10.9.2.132","TLSv1.2","97","Application Data"
"3764","27.977436188","10.9.2.132","35.186.224.47","TCP","66","54370  >  443 [ACK] Seq=36 Ack=32 Win=501 Len=0 TSval=38442731 TSecr=3889912297"
"3789","28.098180030","10.9.2.132","35.186.224.25","TCP","66","39112  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2958799385 TSecr=667857272"
"3790","28.102489109","35.186.224.25","10.9.2.132","TCP","66","[TCP ACKed unseen segment] 443  >  39112 [ACK] Seq=1 Ack=2 Win=289 Len=0 TSval=667903853 TSecr=2958752804"
"4060","32.193202754","10.9.2.132","35.186.224.25","TCP","66","36268  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2958803480 TSecr=2086961800"
"4061","32.196204995","35.186.224.25","10.9.2.132","TCP","66","[TCP ACKed unseen segment] 443  >  36268 [ACK] Seq=1 Ack=2 Win=261 Len=0 TSval=2087009240 TSecr=2958756084"
"4791","33.730206775","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 210#1] 37250  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399920344 TSecr=571350997"
"4792","33.730222224","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 211#1] 37236  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399920344 TSecr=571350997"
"4793","33.730225397","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 212#1] 37244  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399920344 TSecr=571350997"
"4794","33.730227755","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 213#1] 37254  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399920344 TSecr=571350997"
"4795","33.730230505","10.9.2.132","72.246.151.26","TCP","66","[TCP Dup ACK 214#1] 37262  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2399920344 TSecr=571350998"
"4796","33.732685467","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 218#3] 80  >  37254 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571361238 TSecr=2399868934"
"4797","33.732685681","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 219#3] 80  >  37244 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571361238 TSecr=2399868934"
"4798","33.732685577","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 215#3] 80  >  37262 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571361238 TSecr=2399868935"
"4799","33.732686220","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 217#3] 80  >  37250 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571361238 TSecr=2399868934"
"4800","33.732686323","72.246.151.26","10.9.2.132","TCP","66","[TCP Dup ACK 216#3] 80  >  37236 [ACK] Seq=1 Ack=2 Win=506 Len=0 TSval=571361238 TSecr=2399868936"
"5010","33.932494358","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"5011","33.932505918","10.9.2.132","157.240.195.56","TCP","4170","41722  >  443 [PSH, ACK] Seq=21435 Ack=4091 Win=3084 Len=4104 TSval=1552119036 TSecr=2426570338 [TCP segment of a reassembled PDU]"
"5012","33.933220450","10.9.2.132","157.240.195.56","TLSv1.2","1102","Application Data"
"5057","33.991660309","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4091 Ack=21435 Win=1256 Len=0 TSval=2426583576 TSecr=1552119036"
"5058","33.991660474","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4091 Ack=22803 Win=1267 Len=0 TSval=2426583576 TSecr=1552119036"
"5059","33.991660492","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4091 Ack=24171 Win=1277 Len=0 TSval=2426583577 TSecr=1552119036"
"5060","33.992530455","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4091 Ack=25539 Win=1288 Len=0 TSval=2426583577 TSecr=1552119036"
"5061","33.992530481","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4091 Ack=26575 Win=1299 Len=0 TSval=2426583577 TSecr=1552119037"
"5070","34.175756554","157.240.195.56","10.9.2.132","TLSv1.2","177","Application Data"
"5071","34.216176792","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=26575 Ack=4202 Win=3084 Len=0 TSval=1552119320 TSecr=2426583760"
"5144","34.451920447","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"5145","34.451967300","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=26575 Ack=4299 Win=3084 Len=0 TSval=1552119556 TSecr=2426584036"
"5149","34.504173223","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"5150","34.504209475","10.9.2.132","157.240.195.56","TCP","4170","41722  >  443 [PSH, ACK] Seq=26605 Ack=4299 Win=3084 Len=4104 TSval=1552119608 TSecr=2426584036 [TCP segment of a reassembled PDU]"
"5151","34.504473127","10.9.2.132","157.240.195.56","TLSv1.2","2766","Application Data"
"5160","34.545366298","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4299 Ack=26605 Win=1299 Len=0 TSval=2426584130 TSecr=1552119608"
"5161","34.545739459","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4299 Ack=27973 Win=1309 Len=0 TSval=2426584130 TSecr=1552119608"
"5162","34.545739617","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4299 Ack=29341 Win=1320 Len=0 TSval=2426584130 TSecr=1552119608"
"5163","34.545739632","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4299 Ack=30709 Win=1331 Len=0 TSval=2426584130 TSecr=1552119608"
"5164","34.545739647","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4299 Ack=32077 Win=1341 Len=0 TSval=2426584131 TSecr=1552119608"
"5165","34.545739662","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4299 Ack=33409 Win=1352 Len=0 TSval=2426584131 TSecr=1552119608"
"5195","34.765274378","157.240.195.56","10.9.2.132","TLSv1.2","249","Application Data"
"5196","34.765306430","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=33409 Ack=4482 Win=3084 Len=0 TSval=1552119869 TSecr=2426584350"
"5207","34.822342630","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"5208","34.822362150","10.9.2.132","157.240.195.56","TCP","5538","41722  >  443 [PSH, ACK] Seq=33439 Ack=4482 Win=3084 Len=5472 TSval=1552119926 TSecr=2426584350 [TCP segment of a reassembled PDU]"
"5209","34.823900869","10.9.2.132","157.240.195.56","TLSv1.2","646","Application Data"
"5214","34.864674315","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4482 Ack=33439 Win=1352 Len=0 TSval=2426584449 TSecr=1552119926"
"5215","34.864674454","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4482 Ack=34807 Win=1363 Len=0 TSval=2426584449 TSecr=1552119926"
"5216","34.864674470","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4482 Ack=37543 Win=1384 Len=0 TSval=2426584449 TSecr=1552119926"
"5217","34.864674487","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4482 Ack=38911 Win=1395 Len=0 TSval=2426584449 TSecr=1552119926"
"5218","34.864979599","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4482 Ack=39491 Win=1405 Len=0 TSval=2426584450 TSecr=1552119928"
"5232","35.054407341","157.240.195.56","10.9.2.132","TLSv1.2","177","Application Data"
"5233","35.054437087","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=39491 Ack=4593 Win=3084 Len=0 TSval=1552120158 TSecr=2426584639"
"5234","35.055063764","157.240.195.56","10.9.2.132","TLSv1.2","160","Application Data"
"5235","35.055069827","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=39491 Ack=4687 Win=3084 Len=0 TSval=1552120159 TSecr=2426584639"
"5238","35.085942975","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"5239","35.085975561","10.9.2.132","157.240.195.56","TCP","66","41722  >  443 [ACK] Seq=39491 Ack=4784 Win=3084 Len=0 TSval=1552120190 TSecr=2426584670"
"5240","35.102032177","10.9.2.132","157.240.195.56","TLSv1.2","96","Application Data"
"5241","35.102053700","10.9.2.132","157.240.195.56","TCP","5538","41722  >  443 [PSH, ACK] Seq=39521 Ack=4784 Win=3084 Len=5472 TSval=1552120206 TSecr=2426584670 [TCP segment of a reassembled PDU]"
"5242","35.104490817","10.9.2.132","157.240.195.56","TLSv1.2","726","Application Data"
"5250","35.143593023","157.240.195.56","10.9.2.132","TCP","66","443  >  41722 [ACK] Seq=4784 Ack=39521 Win=1405 Len=0 TSval=2426584728 TSecr=1552120206"
